"id","year","rosenberg","rosenberg_inp","dum_35_inp","dum_40_inp","dum_45_inp"
822186,2009,40,40,0,1,1
822186,2010,NA,40,0,1,1
822186,2011,40,40,0,1,1
822186,2012,NA,40,0,1,1
822186,2013,40,40,0,1,1
822186,2014,NA,40,0,1,1
822186,2015,33,33,1,1,1
822186,2016,NA,33,1,1,1
822186,2017,43,43,0,0,1
822186,2018,NA,43,0,0,1
822186,2019,NA,43,0,0,1
822186,2020,40,40,0,1,1
822186,2021,40,40,0,1,1
822189,2008,47,47,0,0,0
822189,2009,40,40,0,1,1
822192,2013,42,42,0,0,1
822192,2014,42,42,0,0,1
822192,2015,NA,42,0,0,1
822192,2016,NA,42,0,0,1
822192,2017,42,42,0,0,1
822192,2018,NA,42,0,0,1
822192,2019,40,40,0,1,1
822192,2020,38,38,0,1,1
822192,2021,40,40,0,1,1
822195,2017,57,57,0,0,0
822195,2018,NA,57,0,0,0
822195,2019,51,51,0,0,0
822195,2020,38,38,0,1,1
822195,2021,45,45,0,0,1
822195,2022,42,42,0,0,1
822198,2017,44,44,0,0,1
822198,2018,NA,44,0,0,1
822198,2019,52,52,0,0,0
822198,2020,43,43,0,0,1
822198,2021,43,43,0,0,1
822198,2022,48,48,0,0,0
822201,2008,47,47,0,0,0
822201,2009,49,49,0,0,0
822201,2010,NA,49,0,0,0
822201,2011,51,51,0,0,0
822201,2012,NA,51,0,0,0
822210,2008,60,60,0,0,0
822210,2009,57,57,0,0,0
822210,2010,NA,57,0,0,0
822210,2011,58,58,0,0,0
822210,2012,NA,58,0,0,0
822210,2013,61,61,0,0,0
822210,2014,64,64,0,0,0
822210,2015,NA,64,0,0,0
822210,2016,NA,64,0,0,0
822210,2017,64,64,0,0,0
822210,2018,NA,64,0,0,0
822210,2019,61,61,0,0,0
822210,2020,59,59,0,0,0
822210,2021,62,62,0,0,0
822210,2022,55,55,0,0,0
822215,2022,58,58,0,0,0
822216,2022,70,70,0,0,0
822225,2009,43,43,0,0,1
822225,2010,NA,43,0,0,1
822241,2010,70,70,0,0,0
822241,2011,67,67,0,0,0
822241,2012,NA,67,0,0,0
822241,2013,NA,67,0,0,0
822241,2014,NA,67,0,0,0
822241,2015,65,65,0,0,0
822241,2016,NA,65,0,0,0
822243,2022,54,54,0,0,0
822250,2008,68,68,0,0,0
822253,2017,50,50,0,0,0
822253,2018,NA,50,0,0,0
822253,2019,55,55,0,0,0
822256,2008,44,44,0,0,1
822271,2017,63,63,0,0,0
822271,2018,NA,63,0,0,0
822271,2019,59,59,0,0,0
822271,2020,60,60,0,0,0
822271,2021,59,59,0,0,0
822271,2022,56,56,0,0,0
822274,2008,64,64,0,0,0
822275,2020,43,43,0,0,1
822275,2021,48,48,0,0,0
822281,2022,47,47,0,0,0
822293,2008,63,63,0,0,0
822293,2009,62,62,0,0,0
822293,2010,NA,62,0,0,0
822293,2011,64,64,0,0,0
822293,2012,NA,64,0,0,0
822293,2013,56,56,0,0,0
822293,2014,63,63,0,0,0
822293,2015,NA,63,0,0,0
822293,2016,NA,63,0,0,0
822293,2017,56,56,0,0,0
822293,2018,NA,56,0,0,0
822293,2019,60,60,0,0,0
822293,2020,58,58,0,0,0
822293,2021,56,56,0,0,0
822305,2008,61,61,0,0,0
822306,2022,65,65,0,0,0
822313,2018,63,63,0,0,0
822313,2019,62,62,0,0,0
822313,2020,68,68,0,0,0
822313,2021,65,65,0,0,0
822314,2008,37,37,0,1,1
822317,2014,52,52,0,0,0
822317,2015,NA,52,0,0,0
822317,2016,NA,52,0,0,0
822317,2017,57,57,0,0,0
822317,2018,NA,57,0,0,0
822317,2019,59,59,0,0,0
822317,2020,61,61,0,0,0
822317,2021,61,61,0,0,0
822317,2022,60,60,0,0,0
822319,2020,56,56,0,0,0
822320,2011,NA,NA,NA,NA,NA
822335,2013,36,36,0,1,1
822335,2014,45,45,0,0,1
822335,2015,NA,45,0,0,1
822335,2016,NA,45,0,0,1
822335,2017,38,38,0,1,1
822341,2008,63,63,0,0,0
822341,2009,52,52,0,0,0
822341,2010,NA,52,0,0,0
822341,2011,51,51,0,0,0
822341,2012,NA,51,0,0,0
822341,2013,53,53,0,0,0
822341,2014,59,59,0,0,0
822341,2015,NA,59,0,0,0
822341,2016,NA,59,0,0,0
822341,2017,62,62,0,0,0
822341,2018,NA,62,0,0,0
822341,2019,70,70,0,0,0
822341,2020,65,65,0,0,0
822341,2021,65,65,0,0,0
822341,2022,70,70,0,0,0
822344,2009,70,70,0,0,0
822348,2008,34,34,1,1,1
822348,2009,39,39,0,1,1
822348,2010,NA,39,0,1,1
822348,2011,NA,39,0,1,1
822348,2012,40,40,0,1,1
822348,2013,39,39,0,1,1
822354,2008,66,66,0,0,0
822354,2009,62,62,0,0,0
822354,2010,NA,62,0,0,0
822354,2011,64,64,0,0,0
822354,2012,NA,64,0,0,0
822354,2013,65,65,0,0,0
822354,2014,66,66,0,0,0
822354,2015,NA,66,0,0,0
822354,2016,NA,66,0,0,0
822354,2017,67,67,0,0,0
822354,2018,NA,67,0,0,0
822354,2019,65,65,0,0,0
822354,2020,65,65,0,0,0
822354,2021,70,70,0,0,0
822354,2022,68,68,0,0,0
822363,2008,70,70,0,0,0
822363,2009,63,63,0,0,0
822363,2010,NA,63,0,0,0
822363,2011,63,63,0,0,0
822363,2012,NA,63,0,0,0
822363,2013,65,65,0,0,0
822363,2014,67,67,0,0,0
822363,2015,NA,67,0,0,0
822363,2016,NA,67,0,0,0
822363,2017,64,64,0,0,0
822363,2018,NA,64,0,0,0
822363,2019,65,65,0,0,0
822363,2020,66,66,0,0,0
822363,2021,65,65,0,0,0
822363,2022,61,61,0,0,0
822366,2010,61,61,0,0,0
822366,2011,60,60,0,0,0
822366,2012,NA,60,0,0,0
822366,2013,50,50,0,0,0
822366,2014,40,40,0,1,1
822366,2015,NA,40,0,1,1
822366,2016,NA,40,0,1,1
822366,2017,55,55,0,0,0
822366,2018,NA,55,0,0,0
822366,2019,51,51,0,0,0
822366,2020,65,65,0,0,0
822366,2021,66,66,0,0,0
822366,2022,48,48,0,0,0
822378,2008,47,47,0,0,0
822378,2009,46,46,0,0,0
822378,2010,NA,46,0,0,0
822378,2011,51,51,0,0,0
822378,2012,NA,51,0,0,0
822378,2013,51,51,0,0,0
822378,2014,52,52,0,0,0
822378,2015,NA,52,0,0,0
822378,2016,NA,52,0,0,0
822378,2017,54,54,0,0,0
822378,2018,NA,54,0,0,0
822378,2019,55,55,0,0,0
822378,2020,52,52,0,0,0
822378,2021,52,52,0,0,0
822378,2022,52,52,0,0,0
822387,2017,61,61,0,0,0
822387,2018,NA,61,0,0,0
822387,2019,51,51,0,0,0
822387,2020,50,50,0,0,0
822387,2021,48,48,0,0,0
822387,2022,46,46,0,0,0
822390,2008,39,39,0,1,1
822393,2008,56,56,0,0,0
822393,2009,43,43,0,0,1
822393,2010,NA,43,0,0,1
822393,2011,59,59,0,0,0
822393,2012,NA,59,0,0,0
822393,2013,53,53,0,0,0
822393,2014,53,53,0,0,0
822393,2015,NA,53,0,0,0
822393,2016,NA,53,0,0,0
822393,2017,39,39,0,1,1
822393,2018,NA,39,0,1,1
822393,2019,40,40,0,1,1
822393,2020,40,40,0,1,1
822393,2021,36,36,0,1,1
822393,2022,40,40,0,1,1
822401,2020,60,60,0,0,0
822401,2021,60,60,0,0,0
822401,2022,67,67,0,0,0
822402,2008,58,58,0,0,0
822402,2009,58,58,0,0,0
822402,2010,NA,58,0,0,0
822402,2011,63,63,0,0,0
822402,2012,NA,63,0,0,0
822402,2013,59,59,0,0,0
822402,2014,63,63,0,0,0
822402,2015,NA,63,0,0,0
822402,2016,NA,63,0,0,0
822402,2017,53,53,0,0,0
822402,2018,NA,53,0,0,0
822402,2019,49,49,0,0,0
822402,2020,63,63,0,0,0
822402,2021,60,60,0,0,0
822402,2022,64,64,0,0,0
822406,2010,61,61,0,0,0
822406,2011,66,66,0,0,0
822406,2012,NA,66,0,0,0
822406,2013,63,63,0,0,0
822406,2014,64,64,0,0,0
822406,2015,NA,64,0,0,0
822406,2016,NA,64,0,0,0
822406,2017,70,70,0,0,0
822406,2018,NA,70,0,0,0
822406,2019,68,68,0,0,0
822406,2020,62,62,0,0,0
822406,2021,69,69,0,0,0
822406,2022,69,69,0,0,0
822413,2022,54,54,0,0,0
822418,2008,65,65,0,0,0
822418,2009,70,70,0,0,0
822418,2010,NA,70,0,0,0
822418,2011,70,70,0,0,0
822418,2012,NA,70,0,0,0
822418,2013,68,68,0,0,0
822418,2014,57,57,0,0,0
822418,2015,NA,57,0,0,0
822418,2016,NA,57,0,0,0
822418,2017,62,62,0,0,0
822418,2018,NA,62,0,0,0
822421,2008,59,59,0,0,0
822421,2009,58,58,0,0,0
822421,2010,NA,58,0,0,0
822424,2017,60,60,0,0,0
822424,2018,NA,60,0,0,0
822424,2019,61,61,0,0,0
822424,2020,62,62,0,0,0
822424,2021,63,63,0,0,0
822424,2022,58,58,0,0,0
822433,2014,57,57,0,0,0
822436,2009,59,59,0,0,0
822436,2010,NA,59,0,0,0
822436,2011,63,63,0,0,0
822436,2012,NA,63,0,0,0
822439,2010,30,30,1,1,1
822439,2011,21,21,1,1,1
822439,2012,NA,21,1,1,1
822439,2013,20,20,1,1,1
822439,2014,19,19,1,1,1
822439,2015,NA,19,1,1,1
822439,2016,NA,19,1,1,1
822439,2017,22,22,1,1,1
822439,2018,NA,22,1,1,1
822448,2008,66,66,0,0,0
822448,2009,NA,66,0,0,0
822448,2010,NA,66,0,0,0
822448,2011,58,58,0,0,0
822463,2008,58,58,0,0,0
822463,2009,NA,58,0,0,0
822463,2010,NA,58,0,0,0
822463,2011,NA,58,0,0,0
822463,2012,54,54,0,0,0
822463,2013,NA,54,0,0,0
822463,2014,48,48,0,0,0
822463,2015,NA,48,0,0,0
822463,2016,NA,48,0,0,0
822463,2017,48,48,0,0,0
822470,2010,69,69,0,0,0
822470,2011,63,63,0,0,0
822470,2012,NA,63,0,0,0
822470,2013,70,70,0,0,0
822470,2014,70,70,0,0,0
822470,2015,NA,70,0,0,0
822470,2016,NA,70,0,0,0
822470,2017,70,70,0,0,0
822470,2018,NA,70,0,0,0
822470,2019,70,70,0,0,0
822479,2008,61,61,0,0,0
822479,2009,66,66,0,0,0
822479,2010,NA,66,0,0,0
822479,2011,57,57,0,0,0
822479,2012,NA,57,0,0,0
822479,2013,NA,57,0,0,0
822479,2014,57,57,0,0,0
822479,2015,NA,57,0,0,0
822479,2016,NA,57,0,0,0
822479,2017,58,58,0,0,0
822479,2018,NA,58,0,0,0
822479,2019,64,64,0,0,0
822479,2020,63,63,0,0,0
822482,2008,49,49,0,0,0
822482,2009,64,64,0,0,0
822482,2010,NA,64,0,0,0
822482,2011,37,37,0,1,1
822482,2012,NA,37,0,1,1
822482,2013,NA,37,0,1,1
822482,2014,56,56,0,0,0
822482,2015,NA,56,0,0,0
822482,2016,NA,56,0,0,0
822482,2017,52,52,0,0,0
822482,2018,NA,52,0,0,0
822482,2019,60,60,0,0,0
822482,2020,58,58,0,0,0
822482,2021,63,63,0,0,0
822489,2020,35,35,1,1,1
822494,2022,45,45,0,0,1
822497,2008,54,54,0,0,0
822497,2009,57,57,0,0,0
822497,2010,NA,57,0,0,0
822497,2011,51,51,0,0,0
822497,2012,NA,51,0,0,0
822497,2013,41,41,0,0,1
822497,2014,47,47,0,0,0
822497,2015,NA,47,0,0,0
822497,2016,NA,47,0,0,0
822497,2017,54,54,0,0,0
822497,2018,NA,54,0,0,0
822497,2019,40,40,0,1,1
822500,2010,60,60,0,0,0
822500,2011,56,56,0,0,0
822500,2012,NA,56,0,0,0
822506,2008,64,64,0,0,0
822515,2020,32,32,1,1,1
822515,2021,37,37,0,1,1
822515,2022,39,39,0,1,1
822521,2008,64,64,0,0,0
822521,2009,66,66,0,0,0
822521,2010,NA,66,0,0,0
822521,2011,70,70,0,0,0
822521,2012,NA,70,0,0,0
822521,2013,65,65,0,0,0
822521,2014,65,65,0,0,0
822521,2015,NA,65,0,0,0
822521,2016,NA,65,0,0,0
822521,2017,61,61,0,0,0
822521,2018,NA,61,0,0,0
822521,2019,66,66,0,0,0
822521,2020,65,65,0,0,0
822521,2021,69,69,0,0,0
822521,2022,66,66,0,0,0
822522,2020,55,55,0,0,0
822522,2021,58,58,0,0,0
822525,2008,48,48,0,0,0
822525,2009,54,54,0,0,0
822525,2010,NA,54,0,0,0
822525,2011,31,31,1,1,1
822525,2012,NA,31,1,1,1
822525,2013,27,27,1,1,1
822525,2014,20,20,1,1,1
822525,2015,NA,20,1,1,1
822525,2016,NA,20,1,1,1
822525,2017,32,32,1,1,1
822525,2018,NA,32,1,1,1
822525,2019,40,40,0,1,1
822525,2020,30,30,1,1,1
822525,2021,38,38,0,1,1
822525,2022,40,40,0,1,1
822527,2022,56,56,0,0,0
822528,2014,49,49,0,0,0
822531,2017,67,67,0,0,0
822540,2008,59,59,0,0,0
822540,2009,52,52,0,0,0
822540,2010,NA,52,0,0,0
822540,2011,52,52,0,0,0
822540,2012,NA,52,0,0,0
822540,2013,55,55,0,0,0
822540,2014,42,42,0,0,1
822540,2015,NA,42,0,0,1
822540,2016,NA,42,0,0,1
822540,2017,50,50,0,0,0
822540,2018,NA,50,0,0,0
822540,2019,40,40,0,1,1
822540,2020,40,40,0,1,1
822540,2021,49,49,0,0,0
822540,2022,37,37,0,1,1
822543,2008,64,64,0,0,0
822543,2009,59,59,0,0,0
822543,2010,NA,59,0,0,0
822543,2011,64,64,0,0,0
822543,2012,NA,64,0,0,0
822543,2013,67,67,0,0,0
822543,2014,67,67,0,0,0
822543,2015,NA,67,0,0,0
822543,2016,NA,67,0,0,0
822543,2017,66,66,0,0,0
822543,2018,NA,66,0,0,0
822543,2019,59,59,0,0,0
822546,2010,61,61,0,0,0
822546,2011,63,63,0,0,0
822546,2012,NA,63,0,0,0
822546,2013,65,65,0,0,0
822546,2014,62,62,0,0,0
822550,2022,48,48,0,0,0
822558,2014,64,64,0,0,0
822558,2015,NA,64,0,0,0
822558,2016,NA,64,0,0,0
822558,2017,48,48,0,0,0
822558,2018,NA,48,0,0,0
822558,2019,41,41,0,0,1
822558,2020,41,41,0,0,1
822558,2021,NA,41,0,0,1
822558,2022,60,60,0,0,0
822564,2010,53,53,0,0,0
822566,2022,64,64,0,0,0
822583,2008,54,54,0,0,0
822583,2009,52,52,0,0,0
822583,2010,NA,52,0,0,0
822583,2011,50,50,0,0,0
822583,2012,NA,50,0,0,0
822583,2013,55,55,0,0,0
822583,2014,49,49,0,0,0
822583,2015,NA,49,0,0,0
822583,2016,NA,49,0,0,0
822583,2017,54,54,0,0,0
822589,2018,53,53,0,0,0
822591,2020,51,51,0,0,0
822592,2008,61,61,0,0,0
822592,2009,65,65,0,0,0
822592,2010,NA,65,0,0,0
822592,2011,NA,65,0,0,0
822592,2012,NA,65,0,0,0
822592,2013,63,63,0,0,0
822592,2014,61,61,0,0,0
822592,2015,NA,61,0,0,0
822592,2016,NA,61,0,0,0
822592,2017,66,66,0,0,0
822592,2018,NA,66,0,0,0
822592,2019,63,63,0,0,0
822592,2020,62,62,0,0,0
822592,2021,62,62,0,0,0
822592,2022,62,62,0,0,0
822595,2017,41,41,0,0,1
822595,2018,NA,41,0,0,1
822595,2019,45,45,0,0,1
822595,2020,43,43,0,0,1
822598,2010,68,68,0,0,0
822598,2011,64,64,0,0,0
822601,2008,19,19,1,1,1
822601,2009,23,23,1,1,1
822604,2015,55,55,0,0,0
822604,2016,NA,55,0,0,0
822604,2017,NA,55,0,0,0
822604,2018,58,58,0,0,0
822604,2019,NA,58,0,0,0
822604,2020,56,56,0,0,0
822610,2011,55,55,0,0,0
822610,2012,NA,55,0,0,0
822610,2013,57,57,0,0,0
822610,2014,54,54,0,0,0
822610,2015,NA,54,0,0,0
822610,2016,NA,54,0,0,0
822610,2017,57,57,0,0,0
822610,2018,NA,57,0,0,0
822610,2019,61,61,0,0,0
822610,2020,51,51,0,0,0
822610,2021,59,59,0,0,0
822610,2022,52,52,0,0,0
822616,2008,67,67,0,0,0
822625,2014,52,52,0,0,0
822625,2015,NA,52,0,0,0
822625,2016,NA,52,0,0,0
822625,2017,52,52,0,0,0
822625,2018,NA,52,0,0,0
822625,2019,57,57,0,0,0
822625,2020,57,57,0,0,0
822625,2021,60,60,0,0,0
822625,2022,56,56,0,0,0
822628,2012,61,61,0,0,0
822634,2010,66,66,0,0,0
822634,2011,64,64,0,0,0
822634,2012,NA,64,0,0,0
822634,2013,63,63,0,0,0
822634,2014,64,64,0,0,0
822634,2015,NA,64,0,0,0
822634,2016,NA,64,0,0,0
822634,2017,62,62,0,0,0
822634,2018,NA,62,0,0,0
822634,2019,64,64,0,0,0
822634,2020,67,67,0,0,0
822634,2021,64,64,0,0,0
822634,2022,66,66,0,0,0
822637,2008,58,58,0,0,0
822637,2009,44,44,0,0,1
822637,2010,NA,44,0,0,1
822637,2011,45,45,0,0,1
822637,2012,NA,45,0,0,1
822640,2008,60,60,0,0,0
822644,2017,67,67,0,0,0
822644,2018,NA,67,0,0,0
822644,2019,63,63,0,0,0
822644,2020,66,66,0,0,0
822644,2021,62,62,0,0,0
822644,2022,61,61,0,0,0
822650,2012,48,48,0,0,0
822683,2008,60,60,0,0,0
822689,2014,56,56,0,0,0
822689,2015,NA,56,0,0,0
822689,2016,NA,56,0,0,0
822689,2017,44,44,0,0,1
822689,2018,NA,44,0,0,1
822689,2019,NA,44,0,0,1
822689,2020,48,48,0,0,0
822689,2021,47,47,0,0,0
822698,2008,45,45,0,0,1
822705,2008,53,53,0,0,0
822705,2009,64,64,0,0,0
822705,2010,NA,64,0,0,0
822705,2011,63,63,0,0,0
822705,2012,NA,63,0,0,0
822705,2013,62,62,0,0,0
822705,2014,68,68,0,0,0
822705,2015,NA,68,0,0,0
822705,2016,NA,68,0,0,0
822705,2017,68,68,0,0,0
822705,2018,NA,68,0,0,0
822705,2019,65,65,0,0,0
822705,2020,62,62,0,0,0
822705,2021,58,58,0,0,0
822705,2022,58,58,0,0,0
822708,2011,54,54,0,0,0
822708,2012,NA,54,0,0,0
822708,2013,64,64,0,0,0
822714,2008,46,46,0,0,0
822714,2009,43,43,0,0,1
822714,2010,NA,43,0,0,1
822714,2011,36,36,0,1,1
822714,2012,NA,36,0,1,1
822714,2013,55,55,0,0,0
822714,2014,45,45,0,0,1
822714,2015,NA,45,0,0,1
822714,2016,NA,45,0,0,1
822726,2008,51,51,0,0,0
822726,2009,65,65,0,0,0
822726,2010,NA,65,0,0,0
822726,2011,63,63,0,0,0
822732,2014,38,38,0,1,1
822732,2015,NA,38,0,1,1
822732,2016,NA,38,0,1,1
822732,2017,44,44,0,0,1
822732,2018,NA,44,0,0,1
822732,2019,39,39,0,1,1
822732,2020,34,34,1,1,1
822732,2021,52,52,0,0,0
822732,2022,35,35,1,1,1
822735,2010,47,47,0,0,0
822735,2011,40,40,0,1,1
822740,2020,52,52,0,0,0
822741,2008,56,56,0,0,0
822741,2009,51,51,0,0,0
822741,2010,NA,51,0,0,0
822741,2011,56,56,0,0,0
822744,2008,69,69,0,0,0
822744,2009,69,69,0,0,0
822744,2010,NA,69,0,0,0
822744,2011,65,65,0,0,0
822744,2012,NA,65,0,0,0
822744,2013,70,70,0,0,0
822744,2014,70,70,0,0,0
822744,2015,NA,70,0,0,0
822744,2016,NA,70,0,0,0
822744,2017,70,70,0,0,0
822744,2018,NA,70,0,0,0
822744,2019,70,70,0,0,0
822744,2020,70,70,0,0,0
822744,2021,69,69,0,0,0
822744,2022,70,70,0,0,0
822760,2008,56,56,0,0,0
822763,2008,53,53,0,0,0
822763,2009,56,56,0,0,0
822763,2010,NA,56,0,0,0
822763,2011,56,56,0,0,0
822763,2012,NA,56,0,0,0
822763,2013,50,50,0,0,0
822763,2014,45,45,0,0,1
822763,2015,NA,45,0,0,1
822763,2016,NA,45,0,0,1
822763,2017,43,43,0,0,1
822763,2018,NA,43,0,0,1
822763,2019,NA,43,0,0,1
822763,2020,34,34,1,1,1
822763,2021,NA,34,1,1,1
822763,2022,42,42,0,0,1
822765,2021,56,56,0,0,0
822772,2010,55,55,0,0,0
822772,2011,57,57,0,0,0
822772,2012,NA,57,0,0,0
822772,2013,56,56,0,0,0
822772,2014,55,55,0,0,0
822772,2015,NA,55,0,0,0
822772,2016,NA,55,0,0,0
822772,2017,54,54,0,0,0
822772,2018,NA,54,0,0,0
822772,2019,57,57,0,0,0
822772,2020,58,58,0,0,0
822772,2021,55,55,0,0,0
822772,2022,59,59,0,0,0
822775,2008,37,37,0,1,1
822775,2009,40,40,0,1,1
822775,2010,NA,40,0,1,1
822775,2011,37,37,0,1,1
822775,2012,NA,37,0,1,1
822775,2013,40,40,0,1,1
822775,2014,39,39,0,1,1
822775,2015,NA,39,0,1,1
822775,2016,NA,39,0,1,1
822775,2017,46,46,0,0,0
822775,2018,NA,46,0,0,0
822775,2019,44,44,0,0,1
822778,2008,42,42,0,0,1
822778,2009,39,39,0,1,1
822778,2010,NA,39,0,1,1
822778,2011,38,38,0,1,1
822778,2012,NA,38,0,1,1
822778,2013,41,41,0,0,1
822778,2014,42,42,0,0,1
822778,2015,NA,42,0,0,1
822778,2016,NA,42,0,0,1
822778,2017,43,43,0,0,1
822778,2018,NA,43,0,0,1
822778,2019,41,41,0,0,1
822778,2020,41,41,0,0,1
822778,2021,36,36,0,1,1
822778,2022,40,40,0,1,1
822784,2008,50,50,0,0,0
822787,2021,50,50,0,0,0
822787,2022,40,40,0,1,1
822796,2013,50,50,0,0,0
822796,2014,45,45,0,0,1
822796,2015,NA,45,0,0,1
822796,2016,NA,45,0,0,1
822796,2017,47,47,0,0,0
822796,2018,NA,47,0,0,0
822796,2019,50,50,0,0,0
822796,2020,52,52,0,0,0
822796,2021,42,42,0,0,1
822796,2022,39,39,0,1,1
822798,2020,60,60,0,0,0
822798,2021,64,64,0,0,0
822798,2022,61,61,0,0,0
822802,2015,58,58,0,0,0
822802,2016,NA,58,0,0,0
822805,2012,53,53,0,0,0
822805,2013,60,60,0,0,0
822805,2014,60,60,0,0,0
822806,2022,64,64,0,0,0
822808,2008,63,63,0,0,0
822808,2009,61,61,0,0,0
822808,2010,NA,61,0,0,0
822808,2011,59,59,0,0,0
822808,2012,NA,59,0,0,0
822808,2013,62,62,0,0,0
822808,2014,62,62,0,0,0
822808,2015,NA,62,0,0,0
822808,2016,NA,62,0,0,0
822808,2017,52,52,0,0,0
822808,2018,NA,52,0,0,0
822808,2019,59,59,0,0,0
822808,2020,58,58,0,0,0
822808,2021,NA,58,0,0,0
822808,2022,23,23,1,1,1
822811,2008,57,57,0,0,0
822811,2009,54,54,0,0,0
822811,2010,NA,54,0,0,0
822811,2011,64,64,0,0,0
822811,2012,NA,64,0,0,0
822811,2013,54,54,0,0,0
822811,2014,55,55,0,0,0
822811,2015,NA,55,0,0,0
822811,2016,NA,55,0,0,0
822811,2017,57,57,0,0,0
822811,2018,NA,57,0,0,0
822811,2019,52,52,0,0,0
822811,2020,49,49,0,0,0
822811,2021,41,41,0,0,1
822811,2022,52,52,0,0,0
822812,2020,19,19,1,1,1
822812,2021,32,32,1,1,1
822812,2022,29,29,1,1,1
822814,2008,58,58,0,0,0
822814,2009,63,63,0,0,0
822814,2010,NA,63,0,0,0
822814,2011,62,62,0,0,0
822814,2012,NA,62,0,0,0
822814,2013,60,60,0,0,0
822814,2014,60,60,0,0,0
822814,2015,NA,60,0,0,0
822814,2016,NA,60,0,0,0
822814,2017,62,62,0,0,0
822814,2018,NA,62,0,0,0
822814,2019,58,58,0,0,0
822814,2020,61,61,0,0,0
822814,2021,59,59,0,0,0
822814,2022,64,64,0,0,0
822821,2008,49,49,0,0,0
822821,2009,46,46,0,0,0
822821,2010,NA,46,0,0,0
822821,2011,41,41,0,0,1
822821,2012,NA,41,0,0,1
822821,2013,31,31,1,1,1
822821,2014,NA,31,1,1,1
822821,2015,25,25,1,1,1
822821,2016,NA,25,1,1,1
822821,2017,27,27,1,1,1
822821,2018,NA,27,1,1,1
822821,2019,33,33,1,1,1
822821,2020,28,28,1,1,1
822821,2021,39,39,0,1,1
822821,2022,48,48,0,0,0
822823,2021,57,57,0,0,0
822827,2008,51,51,0,0,0
822827,2009,53,53,0,0,0
822827,2010,NA,53,0,0,0
822827,2011,50,50,0,0,0
822827,2012,NA,50,0,0,0
822827,2013,51,51,0,0,0
822827,2014,56,56,0,0,0
822827,2015,NA,56,0,0,0
822827,2016,NA,56,0,0,0
822827,2017,43,43,0,0,1
822827,2018,NA,43,0,0,1
822827,2019,50,50,0,0,0
822827,2020,36,36,0,1,1
822827,2021,42,42,0,0,1
822827,2022,36,36,0,1,1
822836,2008,68,68,0,0,0
822836,2009,70,70,0,0,0
822836,2010,NA,70,0,0,0
822836,2011,68,68,0,0,0
822836,2012,NA,68,0,0,0
822836,2013,70,70,0,0,0
822836,2014,70,70,0,0,0
822836,2015,NA,70,0,0,0
822836,2016,NA,70,0,0,0
822836,2017,62,62,0,0,0
822836,2018,NA,62,0,0,0
822836,2019,64,64,0,0,0
822836,2020,66,66,0,0,0
822836,2021,62,62,0,0,0
822836,2022,66,66,0,0,0
822851,2008,55,55,0,0,0
822851,2009,55,55,0,0,0
822851,2010,NA,55,0,0,0
822851,2011,43,43,0,0,1
822851,2012,NA,43,0,0,1
822851,2013,40,40,0,1,1
822851,2014,41,41,0,0,1
822851,2015,NA,41,0,0,1
822851,2016,NA,41,0,0,1
822851,2017,38,38,0,1,1
822851,2018,NA,38,0,1,1
822851,2019,44,44,0,0,1
822851,2020,56,56,0,0,0
822851,2021,59,59,0,0,0
822851,2022,57,57,0,0,0
822854,2022,65,65,0,0,0
822860,2014,56,56,0,0,0
822860,2015,NA,56,0,0,0
822860,2016,NA,56,0,0,0
822860,2017,55,55,0,0,0
822860,2018,NA,55,0,0,0
822860,2019,59,59,0,0,0
822860,2020,59,59,0,0,0
822860,2021,59,59,0,0,0
822860,2022,56,56,0,0,0
822863,2008,66,66,0,0,0
822863,2009,66,66,0,0,0
822863,2010,NA,66,0,0,0
822863,2011,67,67,0,0,0
822863,2012,NA,67,0,0,0
822863,2013,66,66,0,0,0
822863,2014,64,64,0,0,0
822863,2015,NA,64,0,0,0
822863,2016,NA,64,0,0,0
822863,2017,63,63,0,0,0
822863,2018,NA,63,0,0,0
822863,2019,67,67,0,0,0
822863,2020,64,64,0,0,0
822863,2021,63,63,0,0,0
822863,2022,61,61,0,0,0
822882,2008,67,67,0,0,0
822882,2009,65,65,0,0,0
822882,2010,NA,65,0,0,0
822882,2011,64,64,0,0,0
822882,2012,NA,64,0,0,0
822882,2013,65,65,0,0,0
822882,2014,67,67,0,0,0
822882,2015,NA,67,0,0,0
822882,2016,NA,67,0,0,0
822882,2017,55,55,0,0,0
822882,2018,NA,55,0,0,0
822882,2019,65,65,0,0,0
822882,2020,64,64,0,0,0
822882,2021,59,59,0,0,0
822882,2022,65,65,0,0,0
822891,2018,48,48,0,0,0
822891,2019,NA,48,0,0,0
822891,2020,48,48,0,0,0
822891,2021,56,56,0,0,0
822891,2022,55,55,0,0,0
822894,2008,56,56,0,0,0
822894,2009,59,59,0,0,0
822894,2010,NA,59,0,0,0
822897,2008,68,68,0,0,0
822897,2009,67,67,0,0,0
822897,2010,NA,67,0,0,0
822897,2011,68,68,0,0,0
822897,2012,NA,68,0,0,0
822900,2017,57,57,0,0,0
822900,2018,NA,57,0,0,0
822900,2019,53,53,0,0,0
822900,2020,64,64,0,0,0
822900,2021,63,63,0,0,0
822900,2022,62,62,0,0,0
822903,2008,54,54,0,0,0
822903,2009,49,49,0,0,0
822903,2010,NA,49,0,0,0
822909,2017,65,65,0,0,0
822909,2018,NA,65,0,0,0
822909,2019,51,51,0,0,0
